"FAHHNFC_ACCOUNT","Rekening","FAHHNFC_SECTOR","Institutionele sector","FAHHNFC_INSTRUMENT","Financieel instrument","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q2","2001Q2",2807,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q2","2002Q2",3270,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q2","2003Q2",3310,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q3","2003Q3",3863,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q2","2004Q2",4787,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q3","2004Q3",4510,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q3","2005Q3",5650,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q3","2006Q3",3844,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q3","2007Q3",5400,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q4","2007Q4",5811,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q3","2008Q3",6217,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q4","2008Q4",6173,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q1","2002Q1",3633,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q1","2003Q1",3390,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q1","2004Q1",4268,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q1","2005Q1",4542,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q2","2005Q2",5192,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q2","2006Q2",3982,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q2","2007Q2",6615,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q2","2008Q2",5378,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q2","2009Q2",7803,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","1999-Q2","1999Q2",2369,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q1","2000Q1",3070,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q2","2000Q2",3574,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q3","2001Q3",3806,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q4","2001Q4",3693,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q3","2002Q3",4157,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q4","2002Q4",4367,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q4","2003Q4",4306,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q4","2004Q4",5832,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q4","2005Q4",5381,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q1","2006Q1",4249,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q4","2006Q4",4341,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q1","2007Q1",5806,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q1","2008Q1",6001,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q4","2009Q4",11454,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q4","2010Q4",6261,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2011-Q4","2011Q4",6981,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2012-Q1","2012Q1",7259,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2012-Q4","2012Q4",8082,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2013-Q1","2013Q1",6446,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2014-Q1","2014Q1",5421,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2015-Q1","2015Q1",5307,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2016-Q1","2016Q1",4820,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2016-Q2","2016Q2",4224,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2017-Q1","2017Q1",4186,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2017-Q2","2017Q2",3885,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q3","2009Q3",7476,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q3","2010Q3",7915,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2011-Q3","2011Q3",7510,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2012-Q3","2012Q3",8195,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2013-Q3","2013Q3",5468,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2013-Q4","2013Q4",6212,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2014-Q4","2014Q4",5384,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2015-Q4","2015Q4",5595,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2016-Q4","2016Q4",4697,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2017-Q4","2017Q4",4644,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q1","2009Q1",7994,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q1","2010Q1",11569,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q2","2010Q2",10790,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2011-Q1","2011Q1",5862,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2011-Q2","2011Q2",7516,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2012-Q2","2012Q2",7492,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2013-Q2","2013Q2",5612,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2014-Q2","2014Q2",6185,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2014-Q3","2014Q3",6029,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2015-Q2","2015Q2",5644,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2015-Q3","2015Q3",6003,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2016-Q3","2016Q3",3684,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2018-Q2","2018Q2",4817,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2019-Q2","2019Q2",6210,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2020-Q2","2020Q2",6908,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2020-Q3","2020Q3",6178,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2018-Q1","2018Q1",4748,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2019-Q1","2019Q1",5489,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2020-Q1","2020Q1",6702,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2017-Q3","2017Q3",3897,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2018-Q3","2018Q3",5275,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2018-Q4","2018Q4",4815,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2019-Q3","2019Q3",5471,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2019-Q4","2019Q4",6345,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2000","2000",50515,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","1998","1998",33701,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","1999","1999",44057,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2001","2001",57730,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2002","2002",63098,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2003","2003",75938,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2004","2004",90511,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2005","2005",111806,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2006","2006",123346,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2007","2007",133586,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2008","2008",131808,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2012","2012",171191,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2013","2013",169508,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2014","2014",172511,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2015","2015",172283,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2016","2016",199435,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2017","2017",195882,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2009","2009",144032,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2010","2010",159709,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2011","2011",162405,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2018","2018",189553,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","A","Jaarlijks","2019","2019",199320,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A21_2","Chartaal geld en girale deposito's","A","Jaarlijks","2000","2000",432,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A21_2","Chartaal geld en girale deposito's","A","Jaarlijks","1999","1999",630,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A21_2","Chartaal geld en girale deposito's","A","Jaarlijks","2001","2001",480,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A21_2","Chartaal geld en girale deposito's","A","Jaarlijks","2002","2002",965,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A21_2","Chartaal geld en girale deposito's","A","Jaarlijks","2003","2003",1816,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A21_2","Chartaal geld en girale deposito's","A","Jaarlijks","2004","2004",4137,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A21_2","Chartaal geld en girale deposito's","A","Jaarlijks","2005","2005",2090,,
